(9,7)	(9,8,27.54);(9,9,45.68);(10,6,18.09);(10,7,22.37);(10,8,31.71);(10,9,51.03);(10,13,147.18);(11,5,65.42);(11,6,53.42);(11,7,48.44);(12,4,77.18);(12,5,110.68);(12,7,80.01);(12,11,152.17);(12,13,143.95);(13,3,146.02);(13,4,173.16);(13,5,140.72);(13,6,136.28);(13,12,237.61);(14,3,217.4);(14,4,192.35);(15,10,194.35);(15,11,221.35);(15,17,109.77);(18,6,126.97);(18,7,115.21);	(6,3,208.88);(6,4,198.41);(7,3,171.69);(7,4,158.78);(7,5,147.07);(8,3,134.55);(8,4,117.34);(8,5,103.92);(8,6,95.38);(8,7,92.99);(11,3,105.4);(11,4,42.97);(15,15,75.87);(16,6,45.94);(16,7,43.15);(16,8,25.7);(16,9,26.22);(17,6,70.82);(17,7,70.56);(18,0,178.12);(18,1,188.77);(18,3,138.75);(18,4,122.52);	(6,3,208.88);(6,4,198.41);(7,3,171.69);(7,4,158.78);(7,5,147.07);(8,4,117.34);(8,5,103.92);(8,6,95.38);(8,7,92.99);(9,8,27.54);(9,9,45.68);(10,8,31.71);(10,9,51.03);(16,6,45.94);(16,7,43.15);(16,8,25.7);(17,6,70.82);(17,7,70.56);(18,0,178.12);(18,1,188.77);(18,3,138.75);(18,4,122.52);	(8,3,134.55);(10,6,18.09);(10,7,22.37);(10,13,147.18);(11,3,105.4);(11,4,42.97);(11,5,65.42);(11,6,53.42);(11,7,48.44);(12,4,77.18);(12,5,110.68);(12,7,80.01);(12,11,152.17);(12,13,143.95);(13,3,146.02);(13,4,173.16);(13,5,140.72);(13,6,136.28);(13,12,237.61);(14,3,217.4);(14,4,192.35);(15,10,194.35);(15,11,221.35);(15,15,75.87);(15,17,109.77);(16,9,26.22);(18,6,126.97);(18,7,115.21);
(9,8)	(9,9,20.42);(10,7,31.17);(10,8,27.12);(10,9,28.98);(10,14,179.14);(11,5,89.13);(11,6,76.76);(11,8,59.27);(12,4,101.31);(12,8,97.56);(12,9,101.88);(12,11,166.76);(12,13,157.3);(13,6,151.82);(13,11,265.71);(15,11,241.25);(15,19,116.54);(15,21,114.94);(18,6,137);(18,7,120.46);	(6,3,214.9);(6,4,200.57);(7,3,180.32);(7,4,163.44);(7,5,148.12);(8,3,148.35);(8,4,127.99);(8,5,110.11);(8,6,95.58);(9,7,27.54);(10,6,39.5);(11,4,69.69);(15,16,141.12);(16,6,47.58);(16,7,36.41);(16,8,14.09);(16,9,52.87);(17,6,70.07);(18,0,181.48);(18,1,196.29);(18,3,146.19);(18,4,125.94);	(6,3,214.9);(6,4,200.57);(7,3,180.32);(7,4,163.44);(7,5,148.12);(8,5,110.11);(8,6,95.58);(9,9,20.42);(10,9,28.98);(16,6,47.58);(16,7,36.41);(16,8,14.09);(17,6,70.07);(18,0,181.48);(18,1,196.29);(18,3,146.19);(18,4,125.94);	(8,3,148.35);(8,4,127.99);(9,7,27.54);(10,6,39.5);(10,7,31.17);(10,8,27.12);(10,14,179.14);(11,4,69.69);(11,5,89.13);(11,6,76.76);(11,8,59.27);(12,4,101.31);(12,8,97.56);(12,9,101.88);(12,11,166.76);(12,13,157.3);(13,6,151.82);(13,11,265.71);(15,11,241.25);(15,16,141.12);(15,19,116.54);(15,21,114.94);(16,9,52.87);(18,6,137);(18,7,120.46);
(9,9)	(10,8,28.86);(10,9,10.7);(10,14,182.33);(11,8,57.38);(12,8,93.81);(12,9,93.14);(12,11,168.33);(12,13,158.07);(13,6,154.36);(15,11,246.68);(15,19,109.27);(15,21,115.6);(18,6,135.57);(18,7,115.89);	(6,3,231.02);(6,4,215.18);(7,3,197.74);(7,4,179.48);(7,5,162.79);(8,3,167.69);(8,5,127.53);(8,6,110.86);(8,7,97.81);(9,7,45.68);(9,8,20.42);(10,6,52.85);(10,7,40.09);(11,4,84.99);(16,7,52.35);(16,8,33.22);(16,9,68.64);(17,6,85.84);(17,7,75.5);(18,0,196.76);(18,1,213.13);(18,3,163.57);(18,4,142.03);	(6,3,231.02);(6,4,215.18);(7,4,179.48);(7,5,162.79);(8,6,110.86);(8,7,97.81);(16,7,52.35);(17,6,85.84);(17,7,75.5);(18,0,196.76);(18,1,213.13);(18,4,142.03);	(7,3,197.74);(8,3,167.69);(8,5,127.53);(9,7,45.68);(9,8,20.42);(10,6,52.85);(10,7,40.09);(10,8,28.86);(10,9,10.7);(10,14,182.33);(11,4,84.99);(11,8,57.38);(12,8,93.81);(12,9,93.14);(12,11,168.33);(12,13,158.07);(13,6,154.36);(15,11,246.68);(15,19,109.27);(15,21,115.6);(16,8,33.22);(16,9,68.64);(18,3,163.57);(18,6,135.57);(18,7,115.89);
(9,10)	(15,7,29.35);	(6,3,398.66);(7,3,362.09);(7,4,374.21);(7,5,381.57);(8,3,318.24);(8,4,327.62);(18,0,392.31);(18,1,377.68);(18,2,344.34);(18,3,350.91);	(6,3,398.66);(7,3,362.09);(7,4,374.21);(7,5,381.57);(8,3,318.24);(8,4,327.62);(18,0,392.31);(18,1,377.68);(18,2,344.34);(18,3,350.91);	(15,7,29.35);
(10,6)	(9,8,39.5);(9,9,52.85);(10,7,15.02);(10,8,28.97);(10,9,54.82);(10,13,130.06);(11,5,49.68);(11,6,37.34);(11,7,30.47);(12,4,61.83);(12,6,71.79);(12,7,62.05);(12,11,134.63);(12,13,126.53);(13,4,155.58);(13,5,123.18);(13,6,118.58);(13,12,221.34);(14,4,175.03);(15,11,204.26);(15,17,91.89);(15,21,85.28);(18,6,109.97);	(6,3,223.17);(6,4,214.28);(7,3,185.19);(7,4,174.02);(7,5,163.59);(8,3,145.97);(8,4,130.72);(8,5,119.33);(8,6,112.5);(8,7,111.02);(9,7,18.09);(11,4,32.42);(15,15,63.38);(15,16,101.65);(16,6,63.6);(16,7,61.2);(16,9,17.21);(17,6,88.37);(17,7,88.65);(18,0,193.65);(18,1,202.57);(18,3,153.2);(18,4,138.59);	(6,3,223.17);(6,4,214.28);(7,3,185.19);(7,4,174.02);(7,5,163.59);(8,3,145.97);(8,4,130.72);(8,5,119.33);(8,6,112.5);(8,7,111.02);(9,7,18.09);(9,8,39.5);(9,9,52.85);(10,7,15.02);(10,8,28.97);(10,9,54.82);(16,6,63.6);(16,7,61.2);(17,6,88.37);(17,7,88.65);(18,0,193.65);(18,1,202.57);(18,3,153.2);(18,4,138.59);	(10,13,130.06);(11,4,32.42);(11,5,49.68);(11,6,37.34);(11,7,30.47);(12,4,61.83);(12,6,71.79);(12,7,62.05);(12,11,134.63);(12,13,126.53);(13,4,155.58);(13,5,123.18);(13,6,118.58);(13,12,221.34);(14,4,175.03);(15,11,204.26);(15,15,63.38);(15,16,101.65);(15,17,91.89);(15,21,85.28);(16,9,17.21);(18,6,109.97);
(10,7)	(9,9,40.09);(10,8,14);(10,9,40.6);	(6,3,230.74);(6,4,220.1);(7,3,193.73);(7,4,180.73);(7,5,168.59);(8,3,156.46);(8,4,139.67);(8,5,126.12);(8,6,116.49);(9,7,22.37);(9,8,31.17);(10,6,15.02);(16,6,66.6);(16,8,38.66);(16,9,32.22);(17,6,91.41);(18,0,199.89);(18,1,210.69);(18,3,160.99);(18,4,144.42);	(6,3,230.74);(6,4,220.1);(7,3,193.73);(7,4,180.73);(7,5,168.59);(8,3,156.46);(8,4,139.67);(8,5,126.12);(8,6,116.49);(9,7,22.37);(9,8,31.17);(9,9,40.09);(10,8,14);(10,9,40.6);(16,6,66.6);(16,8,38.66);(17,6,91.41);(18,0,199.89);(18,1,210.69);(18,3,160.99);(18,4,144.42);	(10,6,15.02);(16,9,32.22);
(10,8)	(10,9,27.31);(11,8,32.17);(12,8,70.73);(12,9,76.31);(12,10,72.06);(18,7,94.2);	(6,3,237.05);(7,3,201.05);(7,5,172.77);(8,3,165.73);(8,4,147.61);(8,6,120.23);(8,7,112.59);(9,7,31.71);(9,8,27.12);(9,9,28.86);(10,6,28.97);(10,7,14);(16,7,61.99);(16,8,38.79);(16,9,46.16);(17,6,94.73);(17,7,89.34);(18,1,217.59);(18,3,167.76);	(6,3,237.05);(7,3,201.05);(7,5,172.77);(8,4,147.61);(8,6,120.23);(8,7,112.59);(9,8,27.12);(9,9,28.86);(10,9,27.31);(16,7,61.99);(16,8,38.79);(17,6,94.73);(17,7,89.34);(18,1,217.59);(18,3,167.76);	(8,3,165.73);(9,7,31.71);(10,6,28.97);(10,7,14);(11,8,32.17);(12,8,70.73);(12,9,76.31);(12,10,72.06);(16,9,46.16);(18,7,94.2);
(10,9)	(11,8,51.16);(12,8,86.13);(12,11,162.45);(12,13,151.92);(13,6,148.9);(14,4,212.72);(15,11,242.17);(15,21,109.52);(18,6,128.66);	(6,3,241.44);(6,4,225.83);(7,3,207.95);(7,4,190.01);(7,5,173.47);(8,3,177.22);(8,4,156.57);(8,6,121.47);(8,7,108.46);(9,7,51.03);(9,8,28.98);(9,9,10.7);(10,6,54.82);(10,7,40.6);(10,8,27.31);(11,4,87.21);(16,6,75.61);(16,7,62.78);(16,8,42.67);(16,9,71.54);(17,6,96.39);(17,7,86.19);(18,0,207.35);(18,1,223.43);(18,4,152.58);	(6,3,241.44);(6,4,225.83);(7,4,190.01);(7,5,173.47);(8,6,121.47);(8,7,108.46);(9,9,10.7);(16,7,62.78);(17,6,96.39);(17,7,86.19);(18,0,207.35);(18,1,223.43);(18,4,152.58);	(7,3,207.95);(8,3,177.22);(8,4,156.57);(9,7,51.03);(9,8,28.98);(10,6,54.82);(10,7,40.6);(10,8,27.31);(11,4,87.21);(11,8,51.16);(12,8,86.13);(12,11,162.45);(12,13,151.92);(13,6,148.9);(14,4,212.72);(15,11,242.17);(15,21,109.52);(16,6,75.61);(16,8,42.67);(16,9,71.54);(18,6,128.66);
(10,10)	(10,13,87.48);(10,14,107.31);(12,11,127.52);(12,13,137.93);(13,5,101.82);(13,6,126.8);(13,12,43.94);(13,13,22.25);(13,14,28.64);(14,1,70.76);(14,2,57.81);(14,3,26.68);	(6,3,348.66);(7,3,310.01);(7,4,317.99);(7,5,322.27);(8,3,264.39);(8,4,269.69);(8,5,277.26);(13,1,27.07);(13,2,40.3);(15,7,95.44);(15,9,13.66);(18,0,337.17);(18,1,326.74);(18,2,292.4);(18,3,294.13);(18,4,297.39);	(6,3,348.66);(7,3,310.01);(7,4,317.99);(7,5,322.27);(8,3,264.39);(8,4,269.69);(8,5,277.26);(10,13,87.48);(10,14,107.31);(12,11,127.52);(12,13,137.93);(13,2,40.3);(13,5,101.82);(13,6,126.8);(13,14,28.64);(14,3,26.68);(15,9,13.66);(18,0,337.17);(18,1,326.74);(18,2,292.4);(18,3,294.13);(18,4,297.39);	(13,1,27.07);(13,12,43.94);(13,13,22.25);(14,1,70.76);(14,2,57.81);(15,7,95.44);
(10,11)	(10,12,124.64);(15,2,154.62);	(11,14,216.85);(12,14,49.64);(13,7,64.41);(13,8,53.38);(13,9,50.1);(13,10,52.4);(14,8,177.22);(14,9,148.79);(14,10,114.06);(14,11,84.21);(14,12,55.85);(15,5,196.67);(15,13,42.94);(15,14,22.66);(15,18,31.41);(15,19,80.3);(18,9,120.66);(18,10,120.84);(18,11,172.56);(18,12,186.56);(18,13,177.95);	(13,8,53.38);(13,9,50.1);(13,10,52.4);(15,18,31.41);(15,19,80.3);	(10,12,124.64);(11,14,216.85);(12,14,49.64);(13,7,64.41);(14,8,177.22);(14,9,148.79);(14,10,114.06);(14,11,84.21);(14,12,55.85);(15,2,154.62);(15,5,196.67);(15,13,42.94);(15,14,22.66);(18,9,120.66);(18,10,120.84);(18,11,172.56);(18,12,186.56);(18,13,177.95);
(10,12)	(11,12,51.87);	(10,11,124.64);(10,14,118.88);(11,14,99.94);(12,11,128.85);(12,14,96.43);(14,9,57.16);(14,10,44.26);(14,11,52.15);(14,12,69.27);(15,2,30.29);(15,3,17.09);(15,5,88.96);(15,13,126.45);(15,14,112.38);(18,5,97.42);(18,9,78.17);(18,10,56.32);(18,11,64.44);(18,12,66.19);(18,13,54.97);	(10,11,124.64);(10,14,118.88);(12,11,128.85);(12,14,96.43);(14,10,44.26);(14,11,52.15);(14,12,69.27);(15,3,17.09);(15,13,126.45);(15,14,112.38);(18,5,97.42);(18,9,78.17);(18,10,56.32);	(11,12,51.87);(11,14,99.94);(14,9,57.16);(15,2,30.29);(15,5,88.96);(18,11,64.44);(18,12,66.19);(18,13,54.97);
(10,13)	(10,14,36.46);(12,11,49.93);(12,13,56.85);(13,5,15.03);(13,6,42.23);(15,10,48.12);(15,11,75.62);	(6,3,314.33);(7,3,274.45);(7,4,275.04);(7,5,273.66);(8,3,228.99);(8,4,226.59);(8,5,226.93);(8,6,229.96);(8,7,235.63);(9,7,147.18);(10,6,130.06);(10,10,87.48);(11,4,110.47);(11,7,104.32);(12,5,36.6);(13,1,112.27);(13,3,29.26);(13,14,60.52);(14,3,75.69);(15,9,82.23);(15,15,83.9);(15,16,50.26);(16,6,187.61);(16,7,189.35);(17,6,210.04);(17,7,215.15);(18,0,295.1);(18,1,292.05);(18,2,258.17);(18,3,251.52);(18,4,247.87);	(6,3,314.33);(7,3,274.45);(7,4,275.04);(7,5,273.66);(8,3,228.99);(8,4,226.59);(8,5,226.93);(8,6,229.96);(8,7,235.63);(9,7,147.18);(10,6,130.06);(10,14,36.46);(11,4,110.47);(11,7,104.32);(12,5,36.6);(12,11,49.93);(12,13,56.85);(13,5,15.03);(13,6,42.23);(15,15,83.9);(15,16,50.26);(16,6,187.61);(16,7,189.35);(17,6,210.04);(17,7,215.15);(18,0,295.1);(18,1,292.05);(18,2,258.17);(18,3,251.52);(18,4,247.87);	(10,10,87.48);(13,1,112.27);(13,3,29.26);(13,14,60.52);(14,3,75.69);(15,9,82.23);(15,10,48.12);(15,11,75.62);
(10,14)	(10,12,118.88);(12,11,21.23);(12,13,32.71);(14,10,77.43);(18,5,22.58);(18,8,37.77);(18,9,52.08);(18,11,124.79);	(6,3,338.62);(6,4,340.17);(7,3,299.42);(7,4,298.44);(7,5,295.97);(8,3,255.84);(8,4,251.81);(8,5,249.89);(8,6,250.34);(9,8,179.14);(9,9,182.33);(10,10,107.31);(10,13,36.46);(13,1,133.99);(13,3,64.72);(13,4,18.38);(13,6,28.31);(13,11,92.25);(13,14,78.7);(14,3,87.65);(14,4,40.74);(15,9,105.77);(15,10,56.84);(15,11,67.57);(15,16,83.41);(18,0,318.26);(18,1,316.64);(18,2,284.06);(18,3,275.83);(18,4,270.68);	(6,3,338.62);(6,4,340.17);(7,3,299.42);(7,4,298.44);(7,5,295.97);(8,3,255.84);(8,4,251.81);(8,5,249.89);(8,6,250.34);(9,8,179.14);(9,9,182.33);(12,11,21.23);(12,13,32.71);(13,6,28.31);(15,16,83.41);(18,0,318.26);(18,1,316.64);(18,2,284.06);(18,3,275.83);(18,4,270.68);	(10,10,107.31);(10,12,118.88);(10,13,36.46);(13,1,133.99);(13,3,64.72);(13,4,18.38);(13,11,92.25);(13,14,78.7);(14,3,87.65);(14,4,40.74);(14,10,77.43);(15,9,105.77);(15,10,56.84);(15,11,67.57);(18,5,22.58);(18,8,37.77);(18,9,52.08);(18,11,124.79);
(11,3)	(9,7,105.4);(13,1,130.93);(13,2,75.92);(13,3,47.51);(13,12,139.78);(14,3,117.79);(14,4,107.76);(15,10,101.51);(15,11,133.3);(15,16,15.01);(16,8,130.83);(16,9,79.18);(18,8,119.58);(18,9,136.15);	(6,3,252.81);(7,3,212.44);(7,4,214.01);(7,5,213.86);(8,3,165.71);(8,4,164.45);(8,5,167.22);(8,6,173.62);(8,7,183.23);(11,4,62.61);(15,15,29.61);(16,6,137.27);(16,7,142.8);(17,6,156.79);(17,7,165.32);(18,0,234.16);(18,1,230.38);(18,2,195.59);(18,3,189.88);(18,4,188.03);	(6,3,252.81);(7,3,212.44);(7,4,214.01);(7,5,213.86);(8,3,165.71);(8,4,164.45);(8,5,167.22);(8,6,173.62);(8,7,183.23);(9,7,105.4);(11,4,62.61);(15,15,29.61);(16,6,137.27);(16,7,142.8);(16,8,130.83);(16,9,79.18);(17,6,156.79);(17,7,165.32);(18,0,234.16);(18,1,230.38);(18,2,195.59);(18,3,189.88);(18,4,188.03);	(13,1,130.93);(13,2,75.92);(13,3,47.51);(13,12,139.78);(14,3,117.79);(14,4,107.76);(15,10,101.51);(15,11,133.3);(15,16,15.01);(18,8,119.58);(18,9,136.15);
(11,4)	(9,7,42.97);(9,8,69.69);(9,9,84.99);(10,6,32.42);(10,9,87.21);(10,13,110.47);(11,3,62.61);(11,5,28.15);(12,4,37.6);(12,5,74.72);(12,11,125.32);(12,13,119.6);(13,3,105.18);(13,4,139.37);(13,5,106.73);(13,6,108.59);(13,11,207.93);(13,12,197.79);(14,3,176.93);(14,4,156.4);(15,10,155.88);(15,11,184.68);(15,16,74.01);(15,17,80.27);(16,8,68.24);(16,9,16.85);	(6,3,219.02);(7,3,179.28);(7,4,173.18);(7,5,167.21);(8,3,135.76);(8,4,125.69);(8,5,120.47);(8,6,120.38);(8,7,125.38);(15,15,33.01);(16,6,77.58);(16,7,81.09);(17,6,99.76);(17,7,105.46);(18,0,193.46);(18,1,197.3);(18,3,150.31);(18,4,141.18);	(6,3,219.02);(7,3,179.28);(7,4,173.18);(7,5,167.21);(8,3,135.76);(8,4,125.69);(8,5,120.47);(8,6,120.38);(8,7,125.38);(9,7,42.97);(9,8,69.69);(9,9,84.99);(10,6,32.42);(10,9,87.21);(16,6,77.58);(16,7,81.09);(16,8,68.24);(16,9,16.85);(17,6,99.76);(17,7,105.46);(18,0,193.46);(18,1,197.3);(18,3,150.31);(18,4,141.18);	(10,13,110.47);(11,3,62.61);(11,5,28.15);(12,4,37.6);(12,5,74.72);(12,11,125.32);(12,13,119.6);(13,3,105.18);(13,4,139.37);(13,5,106.73);(13,6,108.59);(13,11,207.93);(13,12,197.79);(14,3,176.93);(14,4,156.4);(15,10,155.88);(15,11,184.68);(15,15,33.01);(15,16,74.01);(15,17,80.27);
(11,5)	(11,6,12.38);	(6,3,244.76);(7,3,204.78);(7,4,200.22);(7,5,195.11);(8,3,160.3);(8,4,152.2);(8,5,148.26);(8,6,148.52);(9,7,65.42);(9,8,89.13);(10,6,49.68);(11,4,28.15);(12,4,12.29);(15,15,22.04);(15,16,52.47);(16,7,106.84);(16,8,90.99);(16,9,40.74);(18,0,220.52);(18,1,222.8);(18,3,177.1);(18,4,169.05);	(6,3,244.76);(7,3,204.78);(7,4,200.22);(7,5,195.11);(8,3,160.3);(8,4,152.2);(8,5,148.26);(8,6,148.52);(9,7,65.42);(9,8,89.13);(10,6,49.68);(11,4,28.15);(11,6,12.38);(16,7,106.84);(16,8,90.99);(16,9,40.74);(18,0,220.52);(18,1,222.8);(18,3,177.1);(18,4,169.05);	(12,4,12.29);(15,15,22.04);(15,16,52.47);
(11,6)		(7,3,199.69);(8,3,156.17);(8,6,139.31);(8,7,142.46);(9,7,53.42);(9,8,76.76);(10,6,37.34);(11,5,12.38);(12,4,24.64);(15,15,30.59);(15,16,64.77);(16,6,94.22);(16,7,95.39);(16,8,78.89);(16,9,29.71);(17,6,117.58);(17,7,121.44);(18,1,217.63);	(7,3,199.69);(8,3,156.17);(8,6,139.31);(8,7,142.46);(9,7,53.42);(9,8,76.76);(10,6,37.34);(16,6,94.22);(16,7,95.39);(16,8,78.89);(16,9,29.71);(17,6,117.58);(17,7,121.44);(18,1,217.63);	(11,5,12.38);(12,4,24.64);(15,15,30.59);(15,16,64.77);
(11,7)	(10,13,104.32);(11,8,27.88);(12,5,68.69);(12,6,43.49);(12,7,31.83);(12,9,69.12);(12,11,105.98);(12,13,97.84);(13,5,95.93);(13,6,89.84);(13,12,197.29);(14,4,148.17);(15,10,152.39);(15,11,177.88);(15,17,63.42);(15,21,55.7);(18,6,81.42);(18,7,72.9);	(6,3,250.41);(6,4,243.25);(7,3,211.76);(7,4,202.48);(7,5,193.26);(8,3,170.58);(8,4,157.63);(8,5,148.23);(8,6,142.69);(8,7,141.43);(9,7,48.44);(10,6,30.47);(16,6,94.06);(16,9,35.69);(17,6,118.79);(18,0,222.31);(18,1,229.34);(18,3,181);(18,4,167.96);	(6,3,250.41);(6,4,243.25);(7,3,211.76);(7,4,202.48);(7,5,193.26);(8,3,170.58);(8,4,157.63);(8,5,148.23);(8,6,142.69);(8,7,141.43);(9,7,48.44);(10,6,30.47);(11,8,27.88);(12,9,69.12);(16,6,94.06);(16,9,35.69);(17,6,118.79);(18,0,222.31);(18,1,229.34);(18,3,181);(18,4,167.96);	(10,13,104.32);(12,5,68.69);(12,6,43.49);(12,7,31.83);(12,11,105.98);(12,13,97.84);(13,5,95.93);(13,6,89.84);(13,12,197.29);(14,4,148.17);(15,10,152.39);(15,11,177.88);(15,17,63.42);(15,21,55.7);(18,6,81.42);(18,7,72.9);
(11,8)	(12,8,39.4);(12,9,49);(12,13,103.12);(13,6,98.95);(15,17,77.51);(15,21,59.46);(18,6,81.15);(18,7,63.99);	(9,8,59.27);(9,9,57.38);(10,8,32.17);(10,9,51.16);(11,7,27.88);(13,3,131.33);	(9,8,59.27);(9,9,57.38);(10,8,32.17);(10,9,51.16);	(11,7,27.88);(12,8,39.4);(12,9,49);(12,13,103.12);(13,3,131.33);(13,6,98.95);(15,17,77.51);(15,21,59.46);(18,6,81.15);(18,7,63.99);
(11,12)		(10,12,51.87);(12,11,171.54);(12,14,146.2);(13,7,187.77);(14,9,68.62);(14,11,100.51);(15,2,22.84);(15,3,61.69);(15,5,66.63);(15,13,176.42);(15,14,163.87);(18,11,52.7);(18,12,30.78);(18,13,16.96);	(10,12,51.87);(12,11,171.54);(12,14,146.2);(13,7,187.77);(14,9,68.62);(14,11,100.51);(15,2,22.84);(15,3,61.69);(15,13,176.42);(15,14,163.87);(18,11,52.7);	(15,5,66.63);(18,12,30.78);(18,13,16.96);
(11,13)		(11,14,50.51);(15,4,23.84);	(11,14,50.51);(15,4,23.84);	
(11,14)	(10,11,216.85);(10,12,99.94);(11,13,50.51);(14,12,161.83);(15,1,46.69);(15,14,199.99);	(14,0,97.48);(15,5,28.9);(15,6,74.77);(15,7,116.21);(18,11,45.78);	(10,11,216.85);(10,12,99.94);(14,12,161.83);(15,1,46.69);(15,5,28.9);(15,14,199.99);(18,11,45.78);	(11,13,50.51);(14,0,97.48);(15,6,74.77);(15,7,116.21);
(12,3)	(13,12,94.42);(14,2,118.09);(14,3,71.6);	(6,3,290.99);(7,3,251.25);(7,4,256.1);(8,3,204.76);(13,2,28.49);(18,0,275.84);(18,1,268.68);(18,2,233.89);(18,3,232.01);	(6,3,290.99);(7,3,251.25);(7,4,256.1);(8,3,204.76);(18,0,275.84);(18,1,268.68);(18,2,233.89);(18,3,232.01);	(13,2,28.49);(13,12,94.42);(14,2,118.09);(14,3,71.6);
(12,4)	(11,5,12.29);(11,6,24.64);(13,3,68.86);(13,12,161.09);(14,3,140.37);(15,10,118.49);	(6,3,249.53);(7,3,209.35);(7,4,206.38);(7,5,202.55);(8,3,164.14);(8,4,157.79);(8,5,155.55);(8,6,157.33);(8,7,162.98);(9,7,77.18);(9,8,101.31);(10,6,61.83);(11,4,37.6);(15,15,17.36);(15,16,40.2);(16,6,115.14);(16,8,102.81);(17,6,137.28);(17,7,142.93);(18,0,226.7);(18,1,227.39);(18,3,182.94);(18,4,176.47);	(6,3,249.53);(7,3,209.35);(7,4,206.38);(7,5,202.55);(8,3,164.14);(8,4,157.79);(8,5,155.55);(8,6,157.33);(8,7,162.98);(9,7,77.18);(9,8,101.31);(10,6,61.83);(11,4,37.6);(11,5,12.29);(11,6,24.64);(15,15,17.36);(16,6,115.14);(16,8,102.81);(17,6,137.28);(17,7,142.93);(18,0,226.7);(18,1,227.39);(18,3,182.94);(18,4,176.47);	(13,3,68.86);(13,12,161.09);(14,3,140.37);(15,10,118.49);(15,16,40.2);
(12,5)	(10,13,36.6);(12,6,28.36);(12,7,47.43);(12,11,60.9);(12,13,60.55);(13,5,32.67);(13,6,44.7);(13,12,128.76);(14,3,109.45);(15,10,84.12);(15,11,111.81);(15,17,21.95);(18,6,65.62);	(6,3,285.05);(7,3,245);(7,4,243.28);(7,5,240.16);(8,3,199.74);(8,4,194.88);(8,5,193.28);(8,6,194.9);(9,7,110.68);(11,4,74.72);(11,7,68.69);(13,14,92.49);(15,15,51.55);(16,7,152.96);(17,7,178.94);(18,0,263.49);(18,1,262.84);(18,3,219.89);(18,4,214.2);	(6,3,285.05);(7,3,245);(7,4,243.28);(7,5,240.16);(8,3,199.74);(8,4,194.88);(8,5,193.28);(8,6,194.9);(9,7,110.68);(11,4,74.72);(11,7,68.69);(12,6,28.36);(12,7,47.43);(15,15,51.55);(15,17,21.95);(16,7,152.96);(17,7,178.94);(18,0,263.49);(18,1,262.84);(18,3,219.89);(18,4,214.2);(18,6,65.62);	(10,13,36.6);(12,11,60.9);(12,13,60.55);(13,5,32.67);(13,6,44.7);(13,12,128.76);(13,14,92.49);(14,3,109.45);(15,10,84.12);(15,11,111.81);
(12,6)	(12,7,19.35);(12,11,67.74);(12,13,62.32);(13,6,50.43);(15,17,20.91);(15,21,30.7);	(6,3,278.84);(7,3,239.17);(7,4,234.09);(8,3,195.25);(10,6,71.79);(11,7,43.49);(12,5,28.36);(18,0,254.25);(18,1,257);(18,3,211.38);	(6,3,278.84);(7,3,239.17);(7,4,234.09);(8,3,195.25);(10,6,71.79);(11,7,43.49);(12,7,19.35);(15,21,30.7);(18,0,254.25);(18,1,257);(18,3,211.38);	(12,5,28.36);(12,11,67.74);(12,13,62.32);(13,6,50.43);(15,17,20.91);
(12,7)	(12,8,33.48);(12,9,58.4);(12,11,75.2);(12,13,67.11);(13,6,59.2);(15,11,149.88);(15,17,34.85);(15,21,25.15);(18,6,52.07);(18,7,49.69);	(6,3,277.54);(6,4,272.38);(7,3,238.52);(7,4,231.2);(7,5,223.47);(8,3,196.29);(8,4,185.59);(8,5,177.98);(8,6,173.68);(8,7,172.93);(9,7,80.01);(10,6,62.05);(11,7,31.83);(12,5,47.43);(12,6,19.35);(15,16,74.16);(16,6,125.42);(16,9,64.49);(17,6,150.07);(18,0,251.11);(18,1,256.12);(18,3,209.33);(18,4,198.09);	(6,3,277.54);(6,4,272.38);(7,3,238.52);(7,4,231.2);(7,5,223.47);(8,3,196.29);(8,4,185.59);(8,5,177.98);(8,6,173.68);(8,7,172.93);(9,7,80.01);(10,6,62.05);(11,7,31.83);(12,8,33.48);(12,9,58.4);(16,6,125.42);(16,9,64.49);(17,6,150.07);(18,0,251.11);(18,1,256.12);(18,3,209.33);(18,4,198.09);(18,7,49.69);	(12,5,47.43);(12,6,19.35);(12,11,75.2);(12,13,67.11);(13,6,59.2);(15,11,149.88);(15,16,74.16);(15,17,34.85);(15,21,25.15);(18,6,52.07);
(12,8)	(12,9,25.27);	(6,3,296.07);(6,4,288.46);(7,3,258.45);(7,4,248.38);(7,5,238.38);(8,3,219.16);(8,4,205.98);(8,5,195.16);(8,6,187.04);(8,7,182.02);(9,8,97.56);(9,9,93.81);(10,8,70.73);(10,9,86.13);(11,8,39.4);(12,7,33.48);(15,15,93.54);(16,6,137.27);(16,8,108.29);(16,9,85.21);(17,6,162.07);(17,7,158.79);(18,0,267.64);(18,1,275.43);(18,3,228.11);(18,4,214.19);	(6,3,296.07);(6,4,288.46);(7,3,258.45);(7,4,248.38);(7,5,238.38);(8,3,219.16);(8,4,205.98);(8,5,195.16);(8,6,187.04);(8,7,182.02);(9,8,97.56);(9,9,93.81);(10,8,70.73);(10,9,86.13);(11,8,39.4);(12,9,25.27);(16,6,137.27);(16,8,108.29);(16,9,85.21);(17,6,162.07);(17,7,158.79);(18,0,267.64);(18,1,275.43);(18,3,228.11);(18,4,214.19);	(12,7,33.48);(15,15,93.54);
